source_csv,graph_id,num_orderings_tested,best_colors,worst_colors,spread_best_to_worst,winner_count,winning_orderings,worst_orderings,has_unique_winner,has_nontrivial_spread,DYNAMIC_LARGEST_FIRST,INCIDENCE_DEGREE,LARGEST_FIRST,NATURAL,SMALLEST_LAST
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c38_join_5,5,25,25,0,5,"DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST","DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",False,False,25.0,25.0,25.0,25.0,25.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c41_join_2,5,10,10,0,5,"DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST","DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",False,False,10.0,10.0,10.0,10.0,10.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c41_join_3,5,15,15,0,5,"DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST","DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",False,False,15.0,15.0,15.0,15.0,15.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c41_join_4,5,20,20,0,5,"DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST","DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",False,False,20.0,20.0,20.0,20.0,20.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c41_join_5,5,25,25,0,5,"DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST","DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",False,False,25.0,25.0,25.0,25.0,25.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c44_join_2,5,10,10,0,5,"DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST","DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",False,False,10.0,10.0,10.0,10.0,10.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c44_join_3,5,15,15,0,5,"DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST","DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",False,False,15.0,15.0,15.0,15.0,15.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c44_join_4,5,20,20,0,5,"DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST","DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",False,False,20.0,20.0,20.0,20.0,20.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c44_join_5,5,25,25,0,5,"DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST","DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",False,False,25.0,25.0,25.0,25.0,25.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c47_join_2,5,9,10,1,1,DYNAMIC_LARGEST_FIRST,"INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",True,False,9.0,10.0,10.0,10.0,10.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c47_join_3,5,13,15,2,1,DYNAMIC_LARGEST_FIRST,"INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",True,True,13.0,15.0,15.0,15.0,15.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c47_join_4,5,17,20,3,1,DYNAMIC_LARGEST_FIRST,"INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",True,True,17.0,20.0,20.0,20.0,20.0
week17_heuristic_gap_colpack_benchmark.csv,week17_gap_join_c47_join_5,5,21,25,4,1,DYNAMIC_LARGEST_FIRST,"INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",True,True,21.0,25.0,25.0,25.0,25.0
week17_structured_colpack_benchmark.csv,week17_arrowhead_100,5,2,2,0,5,"DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST","DYNAMIC_LARGEST_FIRST, INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",False,False,2.0,2.0,2.0,2.0,2.0
week17_structured_colpack_benchmark.csv,week17_bcsstk08,5,8,11,3,2,"INCIDENCE_DEGREE, SMALLEST_LAST",NATURAL,False,True,9.0,8.0,9.0,11.0,8.0
week17_structured_colpack_benchmark.csv,week17_bwm200,5,2,3,1,4,"INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",DYNAMIC_LARGEST_FIRST,False,False,3.0,2.0,2.0,2.0,2.0
week17_structured_colpack_benchmark.csv,week17_gr_30_30,5,4,7,3,2,"LARGEST_FIRST, NATURAL",DYNAMIC_LARGEST_FIRST,False,True,7.0,5.0,4.0,4.0,5.0
week17_structured_colpack_benchmark.csv,week17_lshp_265,5,4,6,2,2,"INCIDENCE_DEGREE, SMALLEST_LAST","LARGEST_FIRST, NATURAL",False,True,5.0,4.0,6.0,6.0,4.0
week17_structured_colpack_benchmark.csv,week17_nos1,5,2,3,1,4,"INCIDENCE_DEGREE, LARGEST_FIRST, NATURAL, SMALLEST_LAST",DYNAMIC_LARGEST_FIRST,False,False,3.0,2.0,2.0,2.0,2.0
